"CustomerKey","Customer ID","Customer Name","Segment"
"ML-17395","ML-17395","Marina Lichtenstein","Corporate"
"ML-17410","ML-17410","Maris LaWare","Consumer"
"ML-17755","ML-17755","Max Ludwig","Home Office"
"ML-18040","ML-18040","Michelle Lonsdale","Corporate"
"ML-18265","ML-18265","Muhammed Lee","Consumer"
"MM-17260","MM-17260","Magdelene Morse","Consumer"
"MM-17920","MM-17920","Michael Moore","Consumer"
"MM-18055","MM-18055","Michelle Moray","Consumer"
"MM-18280","MM-18280","Muhammed MacIntyre","Corporate"
"MN-17935","MN-17935","Michael Nguyen","Consumer"
"MO-17500","MO-17500","Mary O'Rourke","Consumer"
"MO-17800","MO-17800","Meg O'Connel","Home Office"
"MO-17950","MO-17950","Michael Oakman","Consumer"
"MP-17470","MP-17470","Mark Packer","Home Office"
"MP-17965","MP-17965","Michael Paige","Corporate"
"MP-18175","MP-18175","Mike Pelletier","Home Office"
"MR-17545","MR-17545","Mathew Reese","Home Office"
"MS-17365","MS-17365","Maribeth Schnelling","Consumer"
"MS-17530","MS-17530","MaryBeth Skach","Consumer"
"MS-17710","MS-17710","Maurice Satty","Consumer"
"MS-17770","MS-17770","Maxwell Schwartz","Consumer"
"MS-17830","MS-17830","Melanie Seite","Consumer"
"MS-17980","MS-17980","Michael Stewart","Corporate"
"MT-17815","MT-17815","Meg Tillman","Consumer"
"MT-18070","MT-18070","Michelle Tran","Home Office"
"MV-17485","MV-17485","Mark Van Huff","Consumer"
"MV-18190","MV-18190","Mike Vittorini","Consumer"
"MW-18220","MW-18220","Mitch Webber","Consumer"
"MW-18235","MW-18235","Mitch Willingham","Corporate"
"MY-17380","MY-17380","Maribeth Yedwab","Corporate"
"MY-18295","MY-18295","Muhammed Yedwab","Corporate"
"MZ-17335","MZ-17335","Maria Zettner","Home Office"
"MZ-17515","MZ-17515","Mary Zewe","Corporate"
"NB-18655","NB-18655","Nona Balk","Corporate"
"NC-18340","NC-18340","Nat Carroll","Consumer"
"NC-18415","NC-18415","Nathan Cano","Consumer"
"NC-18535","NC-18535","Nick Crebassa","Corporate"
"NC-18625","NC-18625","Noah Childs","Corporate"
"ND-18370","ND-18370","Natalie DeCherney","Consumer"
"ND-18460","ND-18460","Neil Ducich","Corporate"
"NF-18385","NF-18385","Natalie Fritzler","Consumer"
"NF-18475","NF-18475","Neil Franz?sisch","Home Office"
"NF-18595","NF-18595","Nicole Fjeld","Home Office"
"NG-18355","NG-18355","Nat Gilpin","Corporate"
"NG-18430","NG-18430","Nathan Gelder","Consumer"
"NH-18610","NH-18610","Nicole Hansen","Corporate"
"NK-18490","NK-18490","Neil Knudson","Home Office"
"NL-18310","NL-18310","Nancy Lomonaco","Home Office"
"NM-18445","NM-18445","Nathan Mautz","Home Office"
"NM-18520","NM-18520","Neoma Murray","Consumer"
"NP-18325","NP-18325","Naresj Patel","Consumer"
"NP-18670","NP-18670","Nora Paige","Consumer"
"NP-18685","NP-18685","Nora Pelletier","Home Office"
"NP-18700","NP-18700","Nora Preis","Consumer"
"NR-18550","NR-18550","Nick Radford","Consumer"
"NS-18505","NS-18505","Neola Schneider","Consumer"
"NS-18640","NS-18640","Noel Staavos","Corporate"
"NW-18400","NW-18400","Natalie Webber","Consumer"
"NZ-18565","NZ-18565","Nick Zandusky","Home Office"
"ON-18715","ON-18715","Odella Nelson","Corporate"
"OT-18730","OT-18730","Olvera Toch","Consumer"
"PA-19060","PA-19060","Pete Armstrong","Home Office"
"PB-18805","PB-18805","Patrick Bzostek","Home Office"
"PB-19105","PB-19105","Peter B?hler","Consumer"
"PB-19150","PB-19150","Philip Brown","Consumer"
"PB-19210","PB-19210","Phillip Breyer","Corporate"
"PC-18745","PC-18745","Pamela Coakley","Corporate"
"PF-19165","PF-19165","Philip Fox","Consumer"
"PF-19225","PF-19225","Phillip Flathmann","Consumer"
"PG-18820","PG-18820","Patrick Gardner","Consumer"
"PG-18895","PG-18895","Paul Gonzalez","Consumer"
"PH-18790","PH-18790","Patricia Hirasaki","Home Office"
"PJ-18835","PJ-18835","Patrick Jones","Corporate"
"PJ-19015","PJ-19015","Pauline Johnson","Consumer"
"PK-18910","PK-18910","Paul Knutson","Home Office"
"PK-19075","PK-19075","Pete Kriz","Consumer"
"PL-18925","PL-18925","Paul Lucas","Home Office"
"PM-18940","PM-18940","Paul MacIntyre","Consumer"
"PM-19135","PM-19135","Peter McVee","Home Office"
"PN-18775","PN-18775","Parhena Norris","Home Office"
"PO-18850","PO-18850","Patrick O'Brill","Consumer"
"PO-18865","PO-18865","Patrick O'Donnell","Consumer"
"PO-19180","PO-19180","Philisse Overcash","Home Office"
"PO-19195","PO-19195","Phillina Ober","Home Office"
"PP-18955","PP-18955","Paul Prost","Home Office"
"PR-18880","PR-18880","Patrick Ryan","Consumer"
"PS-18760","PS-18760","Pamela Stobb","Consumer"
"PS-18970","PS-18970","Paul Stevenson","Home Office"
"PS-19045","PS-19045","Penelope Sewall","Home Office"
"PT-19090","PT-19090","Pete Takahito","Consumer"
"PV-18985","PV-18985","Paul Van Hugh","Home Office"
"PW-19030","PW-19030","Pauline Webber","Corporate"
"PW-19240","PW-19240","Pierre Wener","Consumer"
"QJ-19255","QJ-19255","Quincy Jones","Corporate"
"RA-19285","RA-19285","Ralph Arnett","Consumer"
"RA-19885","RA-19885","Ruben Ausman","Corporate"
"RA-19915","RA-19915","Russell Applegate","Consumer"
"RA-19945","RA-19945","Ryan Akin","Consumer"
"RB-19330","RB-19330","Randy Bradley","Consumer"
"RB-19360","RB-19360","Raymond Buch","Consumer"
"RB-19435","RB-19435","Richard Bierner","Consumer"
"RB-19465","RB-19465","Rick Bensley","Home Office"
"RB-19570","RB-19570","Rob Beeghly","Consumer"
"RB-19645","RB-19645","Robert Barroso","Corporate"
"RB-19705","RB-19705","Roger Barcio","Home Office"
"RB-19795","RB-19795","Ross Baird","Home Office"
"RC-19825","RC-19825","Roy Collins","Consumer"
"RC-19960","RC-19960","Ryan Crowe","Consumer"
"RD-19480","RD-19480","Rick Duston","Consumer"
"RD-19585","RD-19585","Rob Dowd","Consumer"
"RD-19660","RD-19660","Robert Dilbeck","Home Office"
"RD-19720","RD-19720","Roger Demir","Consumer"
"RD-19810","RD-19810","Ross DeVincentis","Home Office"
"RD-19900","RD-19900","Ruben Dartt","Consumer"
"RD-19930","RD-19930","Russell D'Ascenzo","Consumer"
"RE-19450","RE-19450","Richard Eichhorn","Consumer"
"RF-19345","RF-19345","Randy Ferguson","Corporate"
"RF-19735","RF-19735","Roland Fjeld","Consumer"
"RF-19840","RF-19840","Roy Franz?sisch","Consumer"
"RH-19495","RH-19495","Rick Hansen","Consumer"
"RH-19510","RH-19510","Rick Huthwaite","Home Office"
"RH-19555","RH-19555","Ritsa Hightower","Consumer"
"RH-19600","RH-19600","Rob Haberlin","Consumer"
"RK-19300","RK-19300","Ralph Kennedy","Consumer"
"RL-19615","RL-19615","Rob Lucas","Consumer"
"RM-19375","RM-19375","Raymond Messe","Consumer"
"RM-19675","RM-19675","Robert Marley","Home Office"
"RM-19750","RM-19750","Roland Murray","Consumer"
"RO-19780","RO-19780","Rose O'Brian","Consumer"
"RP-19270","RP-19270","Rachel Payne","Corporate"
"RP-19390","RP-19390","Resi P?lking","Consumer"
"RP-19855","RP-19855","Roy Phan","Corporate"
"RR-19315","RR-19315","Ralph Ritter","Consumer"
"RR-19525","RR-19525","Rick Reed","Corporate"
"RS-19420","RS-19420","Ricardo Sperren","Corporate"
"RS-19765","RS-19765","Roland Schwarz","Corporate"
"RS-19870","RS-19870","Roy Skaria","Home Office"
"RW-19540","RW-19540","Rick Wilson","Corporate"
"RW-19630","RW-19630","Rob Williams","Corporate"
"RW-19690","RW-19690","Robert Waldorf","Consumer"
"SA-20830","SA-20830","Sue Ann Reed","Consumer"
"SB-20190","SB-20190","Sarah Bern","Consumer"
"SB-20205","SB-20205","Sarah Brown","Consumer"
"SB-20290","SB-20290","Sean Braxton","Corporate"
"SC-20050","SC-20050","Sample Company A","Home Office"
"SC-20095","SC-20095","Sanjit Chand","Consumer"
"SC-20230","SC-20230","Scot Coram","Corporate"
"SC-20260","SC-20260","Scott Cohen","Corporate"
"SC-20305","SC-20305","Sean Christensen","Consumer"
"SC-20380","SC-20380","Shahid Collister","Consumer"
"SC-20440","SC-20440","Shaun Chance","Corporate"
"SC-20575","SC-20575","Sonia Cooley","Consumer"
"SC-20680","SC-20680","Steve Carroll","Home Office"
"SC-20695","SC-20695","Steve Chapman","Corporate"
"SC-20725","SC-20725","Steven Cartwright","Consumer"
"SC-20770","SC-20770","Stewart Carmichael","Corporate"
"SC-20800","SC-20800","Stuart Calhoun","Consumer"
"SC-20845","SC-20845","Sung Chung","Consumer"
"SD-20485","SD-20485","Shirley Daniels","Home Office"
"SE-20110","SE-20110","Sanjit Engle","Consumer"
"SF-20065","SF-20065","Sandra Flanagan","Consumer"
"SF-20200","SF-20200","Sarah Foster","Consumer"
"SF-20965","SF-20965","Sylvia Foulston","Corporate"
"SG-20080","SG-20080","Sandra Glassco","Consumer"
"SG-20470","SG-20470","Sheri Gordon","Consumer"
"SG-20605","SG-20605","Speros Goranitis","Consumer"
"SG-20890","SG-20890","Susan Gilcrest","Corporate"
"SH-19975","SH-19975","Sally Hughsby","Corporate"
"SH-20395","SH-20395","Shahid Hopkins","Consumer"
"SJ-20125","SJ-20125","Sanjit Jacobs","Home Office"
"SJ-20215","SJ-20215","Sarah Jordon","Consumer"
"SJ-20500","SJ-20500","Shirley Jackson","Consumer"
"SK-19990","SK-19990","Sally Knutson","Consumer"
"SL-20155","SL-20155","Sara Luxemburg","Home Office"
"SM-20005","SM-20005","Sally Matthias","Consumer"
"SM-20320","SM-20320","Sean Miller","Home Office"
"SM-20905","SM-20905","Susan MacKendrick","Consumer"
"SM-20950","SM-20950","Suzanne McNair","Corporate"
"SN-20560","SN-20560","Skye Norling","Home Office"
"SN-20710","SN-20710","Steve Nguyen","Home Office"
"SO-20335","SO-20335","Sean O'Donnell","Consumer"
"SP-20545","SP-20545","Sibella Parks","Corporate"
"SP-20620","SP-20620","Stefania Perrino","Corporate"
"SP-20650","SP-20650","Stephanie Phelps","Corporate"
"SP-20860","SP-20860","Sung Pak","Corporate"
"SP-20920","SP-20920","Susan Pistek","Consumer"
"SR-20425","SR-20425","Sharelle Roach","Home Office"
"SR-20740","SR-20740","Steven Roelle","Home Office"
"SS-20140","SS-20140","Saphhira Shifley","Corporate"
"SS-20410","SS-20410","Shahid Shariari","Consumer"
"SS-20515","SS-20515","Shirley Schmidt","Home Office"
"SS-20590","SS-20590","Sonia Sunley","Consumer"
"SS-20875","SS-20875","Sung Shariari","Consumer"
"ST-20530","ST-20530","Shui Tom","Consumer"
"SU-20665","SU-20665","Stephanie Ulpright","Home Office"
"SV-20365","SV-20365","Seth Vernon","Consumer"
"SV-20785","SV-20785","Stewart Visinsky","Consumer"
"SV-20815","SV-20815","Stuart Van","Corporate"
"SV-20935","SV-20935","Susan Vittorini","Consumer"
"SW-20245","SW-20245","Scot Wooten","Consumer"
"SW-20275","SW-20275","Scott Williamson","Consumer"
"SW-20350","SW-20350","Sean Wendt","Home Office"
"SW-20455","SW-20455","Shaun Weien","Consumer"
"SW-20755","SW-20755","Steven Ward","Corporate"
"SZ-20035","SZ-20035","Sam Zeldin","Home Office"
"TA-21385","TA-21385","Tom Ashbrook","Home Office"
"TB-21055","TB-21055","Ted Butterfield","Consumer"
"TB-21175","TB-21175","Thomas Boland","Corporate"
"TB-21190","TB-21190","Thomas Brumley","Home Office"
"TB-21250","TB-21250","Tim Brockman","Consumer"
"TB-21280","TB-21280","Toby Braunhardt","Consumer"
"TB-21355","TB-21355","Todd Boyes","Corporate"
"TB-21400","TB-21400","Tom Boeckenhauer","Consumer"
"TB-21520","TB-21520","Tracy Blumstein","Consumer"
"TB-21595","TB-21595","Troy Blackwell","Consumer"
"TB-21625","TB-21625","Trudy Brown","Consumer"
"TC-20980","TC-20980","Tamara Chand","Corporate"
"TC-21145","TC-21145","Theresa Coyne","Corporate"
"TC-21295","TC-21295","Toby Carlisle","Consumer"
"TC-21475","TC-21475","Tony Chapman","Home Office"
"TC-21535","TC-21535","Tracy Collins","Home Office"
"TD-20995","TD-20995","Tamara Dahlen","Consumer"
"TG-21310","TG-21310","Toby Gnade","Consumer"
"TG-21640","TG-21640","Trudy Glocke","Consumer"
"TH-21100","TH-21100","Thea Hendricks","Consumer"
"TH-21115","TH-21115","Thea Hudgings","Corporate"
"TH-21235","TH-21235","Tiffany House","Corporate"
"TH-21550","TH-21550","Tracy Hopkins","Home Office"
"TM-21010","TM-21010","Tamara Manning","Consumer"
"TM-21490","TM-21490","Tony Molinari","Consumer"
"TN-21040","TN-21040","Tanja Norvell","Home Office"
"TP-21130","TP-21130","Theone Pippenger","Consumer"
"TP-21415","TP-21415","Tom Prescott","Consumer"
"TP-21565","TP-21565","Tracy Poddar","Corporate"
"TR-21325","TR-21325","Toby Ritter","Consumer"
"TS-21085","TS-21085","Thais Sissman","Consumer"
"TS-21160","TS-21160","Theresa Swint","Corporate"
"TS-21205","TS-21205","Thomas Seio","Corporate"
"TS-21340","TS-21340","Toby Swindell","Consumer"
"TS-21370","TS-21370","Todd Sumrall","Corporate"
"TS-21430","TS-21430","Tom Stivers","Corporate"
"TS-21505","TS-21505","Tony Sayre","Consumer"
"TS-21610","TS-21610","Troy Staebel","Consumer"
"TS-21655","TS-21655","Trudy Schmidt","Consumer"
"TT-21070","TT-21070","Ted Trevino","Consumer"
"TT-21220","TT-21220","Thomas Thornton","Consumer"
"TT-21265","TT-21265","Tim Taslimi","Corporate"
"TT-21460","TT-21460","Tonja Turnell","Home Office"
"TW-21025","TW-21025","Tamara Willingham","Home Office"
"TZ-21580","TZ-21580","Tracy Zic","Consumer"
"VB-21745","VB-21745","Victoria Brennan","Corporate"
"VD-21670","VD-21670","Valerie Dominguez","Consumer"
"VF-21715","VF-21715","Vicky Freymann","Home Office"
"VG-21790","VG-21790","Vivek Gonzalez","Consumer"
"VG-21805","VG-21805","Vivek Grady","Corporate"
"VM-21685","VM-21685","Valerie Mitchum","Home Office"
"VM-21835","VM-21835","Vivian Mathis","Consumer"
"VP-21730","VP-21730","Victor Preis","Home Office"
"VP-21760","VP-21760","Victoria Pisteka","Corporate"
"VS-21820","VS-21820","Vivek Sundaresam","Consumer"
"VW-21775","VW-21775","Victoria Wilson","Corporate"
"WB-21850","WB-21850","William Brown","Consumer"
"XP-21865","XP-21865","Xylona Preis","Consumer"
"YC-21895","YC-21895","Yoseph Carroll","Corporate"
"YS-21880","YS-21880","Yana Sorensen","Corporate"
"ZC-21910","ZC-21910","Zuschuss Carroll","Consumer"
"ZD-21925","ZD-21925","Zuschuss Donatelli","Consumer"
